player,player_id,draft_year,pick,round,position_id,college,draft_team_id,location_type,location,city,state,state_name,country
Mike Iupati,IupaMi20,2010,17,1,G,Idaho,SFO,birth,"Pago Pago, American Samoa",Pago Pago,,,American Samoa
Maurkice Pouncey,PounMa20,2010,18,1,C,Florida,PIT,birth,"Lakeland, FL",Lakeland,FL,Florida,USA
Sean Weatherspoon,WeatSe99,2010,19,1,LB,Missouri,ATL,birth,"Jasper, TX",Jasper,TX,Texas,USA
Kareem Jackson,JackKa99,2010,20,1,DB,Alabama,HOU,birth,"Macon, GA",Macon,GA,Georgia,USA
Jermaine Gresham,GresJe00,2010,21,1,TE,Oklahoma,CIN,birth,"Ardmore, OK",Ardmore,OK,Oklahoma,USA
Demaryius Thomas,ThomDe03,2010,22,1,WR,Georgia Tech,DEN,birth,"Montrose, GA",Montrose,GA,Georgia,USA
Bryan Bulaga,BulaBr20,2010,23,1,T,Iowa,GNB,birth,"Barrington, IL",Barrington,IL,Illinois,USA
Dez Bryant,BryaDe01,2010,24,1,WR,Oklahoma St.,DAL,birth,"Lufkin, TX",Lufkin,TX,Texas,USA
Tim Tebow,TeboTi00,2010,25,1,QB,Florida,DEN,birth,"Makati City, Philippines",Makati City,,,Philippines
Dan Williams,WillDa99,2010,26,1,DT,Tennessee,ARI,birth,"Memphis, TN",Memphis,TN,Tennessee,USA
Devin McCourty,McCoDe99,2010,27,1,DB,Rutgers,NWE,birth,"Nanuet, NY",Nanuet,NY,New York,USA
Jared Odrick,OdriJa99,2010,28,1,DE,Penn St.,MIA,birth,"Lancaster, PA",Lancaster,PA,Pennsylvania,USA
Kyle Wilson,WilsKy99,2010,29,1,DB,Boise St.,NYJ,birth,"Piscataway, NJ",Piscataway,NJ,New Jersey,USA
Jahvid Best,BestJa00,2010,30,1,RB,California,DET,birth,"Vallejo, CA",Vallejo,CA,California,USA
Jerry Hughes,HughJe99,2010,31,1,DE,TCU,IND,birth,"Sugar Land, TX",Sugar Land,TX,Texas,USA
Patrick Robinson,RobiPa99,2010,32,1,DB,Florida St.,NOR,birth,"Miami, FL",Miami,FL,Florida,USA
Rodger Saffold,SaffRo20,2010,33,2,T,Indiana,STL,birth,"Bedford, OR",Bedford,OR,Oregon,USA
Chris Cook,CookCh99,2010,34,2,DB,Virginia,MIN,birth,"Lynchburg, VA",Lynchburg,VA,Virginia,USA
Brian Price,PricBr99,2010,35,2,DT,UCLA,TAM,birth,"Los Angeles, CA",Los Angeles,CA,California,USA
Dexter McCluster,McClDe00,2010,36,2,WR,Mississippi,KAN,birth,"Largo, FL",Largo,FL,Florida,USA
Nate Allen,AlleNa99,2010,37,2,DB,South Florida,PHI,birth,"Fort Myers, FL",Fort Myers,FL,Florida,USA
T.J. Ward,WardT.99,2010,38,2,DB,Oregon,CLE,birth,"San Francisco, CA",San Francisco,CA,California,USA
Arrelious Benn,BennAr00,2010,39,2,WR,Illinois,TAM,birth,"Washington, DC",Washington,DC,District of Columbia,USA
Koa Misi,MisiKo99,2010,40,2,LB,Utah,MIA,birth,"Santa Rosa, CA",Santa Rosa,CA,California,USA
Torell Troup,TrouTo00,2010,41,2,DT,Central Florida,BUF,birth,"Conyers, GA",Conyers,GA,Georgia,USA
Rob Gronkowski,GronRo00,2010,42,2,TE,Arizona,NWE,birth,"Amherst, NY",Amherst,NY,New York,USA
Sergio Kindle,KindSe99,2010,43,2,LB,Texas,BAL,birth,"Los Angeles, CA",Los Angeles,CA,California,USA
Lamarr Houston,HousLa99,2010,44,2,DE,Texas,OAK,birth,"San Francisco, CA",San Francisco,CA,California,USA
Zane Beadles,BeadZa20,2010,45,2,G,Utah,DEN,birth,"Casper, WY",Casper,WY,Wyoming,USA
Linval Joseph,JoseLi99,2010,46,2,DT,East Carolina,NYG,birth,"St. Croix, U.S. Virgin Islands",St. Croix,,,U.S. Virgin Islands
Daryl Washington,WashDa99,2010,47,2,LB,TCU,ARI,birth,"Dallas, TX",Dallas,TX,Texas,USA
Jimmy Clausen,ClauJi00,2010,48,2,QB,Notre Dame,CAR,birth,"Thousand Oaks, CA",Thousand Oaks,CA,California,USA
Taylor Mays,MaysTa99,2010,49,2,DB,USC,SFO,birth,"Seattle, WA",Seattle,WA,Washington,USA
Javier Arenas,ArenJa99,2010,50,2,DB,Alabama,KAN,birth,"Tampa, FL",Tampa,FL,Florida,USA
Toby Gerhart,GerhTo00,2010,51,2,RB,Stanford,MIN,birth,"Norco, CA",Norco,CA,California,USA
Jason Worilds,WoriJa99,2010,52,2,DE,Virginia Tech,PIT,birth,"Rahway, NJ",Rahway,NJ,New Jersey,USA
Jermaine Cunningham,CunnJe99,2010,53,2,LB,Florida,NWE,birth,"New York, NY",New York,NY,New York,USA
Carlos Dunlap,DunlCa99,2010,54,2,DE,Florida,CIN,birth,"North Charleston, SC",North Charleston,SC,South Carolina,USA
Sean Lee,LeexSe99,2010,55,2,LB,Penn St.,DAL,birth,"Pittsburgh, PA",Pittsburgh,PA,Pennsylvania,USA
Mike Neal,NealMi99,2010,56,2,DE,Purdue,GNB,birth,"Gary, IN",Gary,IN,Indiana,USA
Terrence Cody,CodyTe99,2010,57,2,DT,Alabama,BAL,birth,"Fort Myers, FL",Fort Myers,FL,Florida,USA
Ben Tate,TateBe00,2010,58,2,RB,Auburn,HOU,birth,"Woodbridge, VA",Woodbridge,VA,Virginia,USA
Montario Hardesty,HardMo00,2010,59,2,RB,Tennessee,CLE,birth,"New Bern, NC",New Bern,NC,North Carolina,USA
Golden Tate,TateGo00,2010,60,2,WR,Notre Dame,SEA,birth,"Hendersonville, TN",Hendersonville,TN,Tennessee,USA
Vlad Ducasse,DucaVl20,2010,61,2,T,Massachusetts,NYJ,birth,"Port-au-Prince, Haiti",Port-au-Prince,,,Haiti
Brandon Spikes,SpikBr99,2010,62,2,LB,Florida,NWE,birth,"Shelby, NC",Shelby,NC,North Carolina,USA
Pat Angerer,AngePa99,2010,63,2,LB,Iowa,IND,birth,"Bettendorf, IA",Bettendorf,IA,Iowa,USA
Charles Brown,BrowCh28,2010,64,2,T,USC,NOR,birth,"Chino Hills, CA",Chino Hills,CA,California,USA
Cam Newton,NewtCa00,2011,1,1,QB,Auburn,CAR,birth,"Atlanta, GA",Atlanta,GA,Georgia,USA
Von Miller,MillVo00,2011,2,1,LB,Texas A&M,DEN,birth,"Dallas, TX",Dallas,TX,Texas,USA
Marcell Dareus,DareMa00,2011,3,1,DT,Alabama,BUF,birth,"Birmingham, AL",Birmingham,AL,Alabama,USA
A.J. Green,GreeA.00,2011,4,1,WR,Georgia,CIN,birth,"Summerville, SC",Summerville,SC,South Carolina,USA
Patrick Peterson,PetePa00,2011,5,1,CB,LSU,ARI,birth,"Fort Lauderdale, FL",Fort Lauderdale,FL,Florida,USA
Julio Jones,JoneJu02,2011,6,1,WR,Alabama,ATL,birth,"Foley, AL",Foley,AL,Alabama,USA
Aldon Smith,SmitAl04,2011,7,1,DE,Missouri,SFO,birth,"Greenwood, MS",Greenwood,MS,Mississippi,USA
Jake Locker,LockJa00,2011,8,1,QB,Washington,TEN,birth,"Bellingham, WA",Bellingham,WA,Washington,USA
Tyron Smith,SmitTy00,2011,9,1,T,USC,DAL,birth,"Moreno Valley, CA",Moreno Valley,CA,California,USA
Blaine Gabbert,GabbBl00,2011,10,1,QB,Missouri,JAX,birth,"Ballwin, MO",Ballwin,MO,Missouri,USA
J.J. Watt,WattJ.00,2011,11,1,DE,Central Michigan,HOU,birth,"Waukesha, WI",Waukesha,WI,Wisconsin,USA
Christian Ponder,PondCh00,2011,12,1,QB,Florida St.,MIN,birth,"Dallas, TX",Dallas,TX,Texas,USA
Nick Fairley,FairNi00,2011,13,1,DT,Auburn,DET,birth,"Mobile, AL",Mobile,AL,Alabama,USA
Robert Quinn,QuinRo00,2011,14,1,DE,North Carolina,STL,birth,"Ladson, SC",Ladson,SC,South Carolina,USA
Mike Pouncey,PounMi00,2011,15,1,OL,Florida,MIA,birth,"Bartow, FL",Bartow,FL,Florida,USA
Ryan Kerrigan,KerrRy00,2011,16,1,DE,Purdue,WAS,birth,"Muncie, IN",Muncie,IN,Indiana,USA
Nate Solder,SoldNa00,2011,17,1,OL,Colorado,NWE,birth,"Denver, CO",Denver,CO,Colorado,USA
Corey Liuget,LiugCo00,2011,18,1,DT,Illinois,SDG,birth,"Miami, FL",Miami,FL,Florida,USA
Prince Amukamara,AmukPr00,2011,19,1,CB,Nebraska,NYG,birth,"Leominster, MA",Leominster,MA,Massachusetts,USA
Adrian Clayborn,ClayAd00,2011,20,1,DL,Iowa,TAM,birth,"St. Louis, MO",St. Louis,MO,Missouri,USA
Phil Taylor,TaylPh00,2011,21,1,DL,Baylor,CLE,birth,"Clinton, MD",Clinton,MD,Maryland,USA
Anthony Castonzo,CastAn00,2011,22,1,OL,Boston Col.,IND,birth,"Des Plaines, IL",Des Plaines,IL,Illinois,USA
Danny Watkins,WatkDa00,2011,23,1,OL,Baylor,PHI,birth,"Kelowna, Canada",Kelowna,,,Canada
Cameron Jordan,JordCa00,2011,24,1,DE,California,NOR,birth,"Chandler, AZ",Chandler,AZ,Arizona,USA
James Carpenter,CarpJa00,2011,25,1,OL,Alabama,SEA,birth,"Augusta, GA",Augusta,GA,Georgia,USA
Jonathan Baldwin,BaldJo00,2011,26,1,WR,Pittsburgh,KAN,birth,"Aliquippa, PA",Aliquippa,PA,Pennsylvania,USA
Jimmy Smith,SmitJi03,2011,27,1,CB,Colorado,BAL,birth,"Norristown, PA",Norristown,PA,Pennsylvania,USA
Mark Ingram,IngrMa01,2011,28,1,RB,Alabama,NOR,birth,"Hackensack, NJ",Hackensack,NJ,New Jersey,USA
Gabe Carimi,CariGa00,2011,29,1,OL,Wisconsin,CHI,birth,"Cottage Grove, WI",Cottage Grove,WI,Wisconsin,USA
Muhammad Wilkerson,WilkMu00,2011,30,1,DT,Temple,NYJ,birth,"Linden, NJ",Linden,NJ,New Jersey,USA
Cameron Heyward,HeywCa01,2011,31,1,DT,Ohio St.,PIT,birth,"Pittsburgh, PA",Pittsburgh,PA,Pennsylvania,USA
Derek Sherrod,SherDe00,2011,32,1,OL,Mississippi St.,GNB,birth,"Chula Vista, CA",Chula Vista,CA,California,USA
Ras-I Dowling,DowlRa00,2011,33,2,DB,Virginia,NWE,birth,"Chesapeake, VA",Chesapeake,VA,Virginia,USA
Aaron Williams,WillAa00,2011,34,2,DB,Texas,BUF,birth,"San Jose, CA",San Jose,CA,California,USA
Andy Dalton,DaltAn00,2011,35,2,QB,TCU,CIN,birth,"Katy, TX",Katy,TX,Texas,USA
Colin Kaepernick,KaepCo00,2011,36,2,QB,Nevada-Reno,SFO,birth,"Milwaukee, WI",Milwaukee,WI,Wisconsin,USA
Jabaal Sheard,SheaJa00,2011,37,2,DL,Pittsburgh,CLE,birth,"Los Angeles, CA",Los Angeles,CA,California,USA
Ryan Williams,WillRy00,2011,38,2,RB,Virginia Tech,ARI,birth,"Cold Spring, NY",Cold Spring,NY,New York,USA
Akeem Ayers,AyerAk00,2011,39,2,LB,UCLA,TEN,birth,"Los Angeles, CA",Los Angeles,CA,California,USA
Bruce Carter,CartBr00,2011,40,2,LB,North Carolina,DAL,birth,"Havelock, NC",Havelock,NC,North Carolina,USA
Jarvis Jenkins,JenkJa01,2011,41,2,DL,Clemson,WAS,birth,"Clemson, SC",Clemson,SC,South Carolina,USA
Brooks Reed,ReedBr00,2011,42,2,DL,Arizona,HOU,birth,"Tucson, AZ",Tucson,AZ,Arizona,USA
Kyle Rudolph,RudoKy00,2011,43,2,TE,Notre Dame,MIN,birth,"Cincinnati, OH",Cincinnati,OH,Ohio,USA
Titus Young,YounTi00,2011,44,2,WR,Boise St.,DET,birth,"Los Angeles, CA",Los Angeles,CA,California,USA
Rahim Moore,MoorRa00,2011,45,2,FS,UCLA,DEN,birth,"Los Angeles, CA",Los Angeles,CA,California,USA
Orlando Franklin,FranOr00,2011,46,2,OL,Miami (FL),DEN,birth,"Kingston, Jamaica",Kingston,,,Jamaica
Lance Kendricks,KendLa00,2011,47,2,TE,Wisconsin,STL,birth,"Milwaukee, WI",Milwaukee,WI,Wisconsin,USA
Stefen Wisniewski,WisnSt01,2011,48,2,OL,Penn St.,OAK,birth,"Pittsburgh, PA",Pittsburgh,PA,Pennsylvania,USA
Ben Ijalana,IjalBe00,2011,49,2,OL,Villanova,IND,birth,"New Brunswick, NJ",New Brunswick,NJ,New Jersey,USA
Marcus Gilchrist,GilcMa00,2011,50,2,DB,Clemson,SDG,birth,"High Point, NC",High Point,NC,North Carolina,USA
Da'Quan Bowers,BoweDa00,2011,51,2,DE,Clemson,TAM,birth,"Bamberg, SC",Bamberg,SC,South Carolina,USA
Marvin Austin,AustMa00,2011,52,2,DL,North Carolina,NYG,birth,"Washington, DC",Washington,DC,District of Columbia,USA
Stephen Paea,PaeaSt00,2011,53,2,DT,Oregon St.,CHI,birth,"Auckland, New Zealand",Auckland,,,New Zealand
Jaiquawn Jarrett,JarrJa00,2011,54,2,DB,Temple,PHI,birth,"Brooklyn, NY",Brooklyn,NY,New York,USA
Rodney Hudson,HudsRo00,2011,55,2,OL,Florida St.,KAN,birth,"Mobile, AL",Mobile,AL,Alabama,USA
Shane Vereen,VereSh00,2011,56,2,RB,California,NWE,birth,"Valencia, CA",Valencia,CA,California,USA
Mikel Leshoure,LeshMi00,2011,57,2,RB,Illinois,DET,birth,"Streator, IL",Streator,IL,Illinois,USA
Torrey Smith,SmitTo02,2011,58,2,WR,Maryland,BAL,birth,"Colonial Beach, VA",Colonial Beach,VA,Virginia,USA
Greg Little,LittGr00,2011,59,2,WR,North Carolina,CLE,birth,"Durham, NC",Durham,NC,North Carolina,USA
Brandon Harris,HarrBr00,2011,60,2,DB,Miami (FL),HOU,birth,"Miami, FL",Miami,FL,Florida,USA
Jonas Mouton,MoutJo00,2011,61,2,LB,Michigan,SDG,birth,"Kaplan, LA",Kaplan,LA,Louisiana,USA
Daniel Thomas,ThomDa03,2011,62,2,RB,Kansas St.,MIA,birth,"Hilliard, FL",Hilliard,FL,Florida,USA
Marcus Gilbert,GilbMa00,2011,63,2,OL,Florida,PIT,birth,"Fort Lauderdale, FL",Fort Lauderdale,FL,Florida,USA
Randall Cobb,CobbRa00,2011,64,2,WR,Kentucky,GNB,birth,"Maryville, TN",Maryville,TN,Tennessee,USA
Andrew Luck,LuckAn00,2012,1,1,QB,Stanford,IND,birth,"Washington, DC",Washington,DC,District of Columbia,USA
Robert Griffin III,GrifRo01,2012,2,1,QB,Baylor,WAS,birth,"Okinawa, Japan",Okinawa,,,Japan
Trent Richardson,RichTr00,2012,3,1,RB,Alabama,CLE,birth,"Pensacola, FL",Pensacola,FL,Florida,USA
Matt Kalil,KaliMa00,2012,4,1,T,USC,MIN,birth,"Corona, CA",Corona,CA,California,USA
Justin Blackmon,BlacJu00,2012,5,1,WR,Oklahoma St.,JAX,birth,"Oceanside, CA",Oceanside,CA,California,USA
Morris Claiborne,ClaiMo00,2012,6,1,CB,LSU,DAL,birth,"Shreveport, LA",Shreveport,LA,Louisiana,USA
Mark Barron,BarrMa00,2012,7,1,SS,Alabama,TAM,birth,"Mobile, AL",Mobile,AL,Alabama,USA
Ryan Tannehill,TannRy00,2012,8,1,QB,Texas A&M,MIA,birth,"Lubbock, TX",Lubbock,TX,Texas,USA
Luke Kuechly,KuecLu00,2012,9,1,ILB,Boston Col.,CAR,birth,"Cincinnati, OH",Cincinnati,OH,Ohio,USA
Stephon Gilmore,GilmSt00,2012,10,1,CB,South Carolina,BUF,birth,"Rock Hill, SC",Rock Hill,SC,South Carolina,USA
Dontari Poe,PoexDo00,2012,11,1,DT,Memphis,KAN,birth,"Memphis, TN",Memphis,TN,Tennessee,USA
Fletcher Cox,CoxxFl00,2012,12,1,DT,Mississippi St.,PHI,birth,"Yazoo City, MS",Yazoo City,MS,Mississippi,USA
Michael Floyd,FloyMi00,2012,13,1,WR,Notre Dame,ARI,birth,"Saint Paul, MN",Saint Paul,MN,Minnesota,USA
Michael Brockers,BrocMi00,2012,14,1,DT,LSU,STL,birth,"Houston, TX",Houston,TX,Texas,USA
Bruce Irvin,IrviBr00,2012,15,1,DE,West Virginia,SEA,birth,"Atlanta, GA",Atlanta,GA,Georgia,USA
Quinton Coples,CoplQu00,2012,16,1,DE,North Carolina,NYJ,birth,"Kinston, NC",Kinston,NC,North Carolina,USA
Dre Kirkpatrick,KirkDr00,2012,17,1,CB,Alabama,CIN,birth,"Gadsden, AL",Gadsden,AL,Alabama,USA
Melvin Ingram,IngrMe00,2012,18,1,DE,South Carolina,SDG,birth,"Hamlet, NC",Hamlet,NC,North Carolina,USA
Shea McClellin,McClSh00,2012,19,1,DE,Boise St.,CHI,birth,"Caldwell, ID",Caldwell,ID,Idaho,USA
Kendall Wright,WrigKe01,2012,20,1,WR,Baylor,TEN,birth,"Mount Pleasant, TX",Mount Pleasant,TX,Texas,USA
Chandler Jones,JoneCh03,2012,21,1,DE,Syracuse,NWE,birth,"Rochester, NY",Rochester,NY,New York,USA
Brandon Weeden,WeedBr00,2012,22,1,QB,Oklahoma St.,CLE,birth,"Oklahoma City, OK",Oklahoma City,OK,Oklahoma,USA
Riley Reiff,ReifRi00,2012,23,1,T,Iowa,DET,birth,"Parkston, SD",Parkston,SD,South Dakota,USA
David DeCastro,DeCaDa00,2012,24,1,G,Stanford,PIT,birth,"Bellevue, WA",Bellevue,WA,Washington,USA
Dont'a Hightower,HighDo01,2012,25,1,ILB,Alabama,NWE,birth,"Lewisburg, TN",Lewisburg,TN,Tennessee,USA
Whitney Mercilus,MercWh00,2012,26,1,DE,Illinois,HOU,birth,"Akron, OH",Akron,OH,Ohio,USA
Kevin Zeitler,ZeitKe00,2012,27,1,G,Wisconsin,CIN,birth,"Waukesha, WI",Waukesha,WI,Wisconsin,USA
Nick Perry,PerrNi00,2012,28,1,DE,USC,GNB,birth,"Detroit, MI",Detroit,MI,Michigan,USA
Harrison Smith,SmitHa00,2012,29,1,FS,Notre Dame,MIN,birth,"Knoxville, TN",Knoxville,TN,Tennessee,USA
A.J. Jenkins,JenkA.00,2012,30,1,WR,Illinois,SFO,birth,"Jacksonville, FL",Jacksonville,FL,Florida,USA
Doug Martin,MartDo00,2012,31,1,RB,Boise St.,TAM,birth,"Oakland, CA",Oakland,CA,California,USA
David Wilson,WilsDa01,2012,32,1,RB,Virginia Tech,NYG,birth,"Danville, VA",Danville,VA,Virginia,USA
Brian Quick,QuicBr00,2012,33,2,WR,Appalachian St.,STL,birth,"Columbia, SC",Columbia,SC,South Carolina,USA
Coby Fleener,FleeCo00,2012,34,2,TE,Stanford,IND,birth,"Lemont, IL",Lemont,IL,Illinois,USA
Courtney Upshaw,UpshCo00,2012,35,2,OLB,Alabama,BAL,birth,"Eufaula, AL",Eufaula,AL,Alabama,USA
Derek Wolfe,WolfDe00,2012,36,2,DT,Cincinnati,DEN,birth,"Lisbon, OH",Lisbon,OH,Ohio,USA
Mitchell Schwartz,SchwMi00,2012,37,2,T,California,CLE,birth,"Los Angeles, CA",Los Angeles,CA,California,USA
Andre Branch,BranAn00,2012,38,2,DE,Clemson,JAX,birth,"Richmond, VA",Richmond,VA,Virginia,USA
Janoris Jenkins,JenkJa03,2012,39,2,CB,North Alabama,STL,birth,"Pahokee, FL",Pahokee,FL,Florida,USA
Amini Silatolu,SilaAm00,2012,40,2,T,Midwestern St.,CAR,birth,"Redwood City, CA",Redwood City,CA,California,USA
Cordy Glenn,GlenCo00,2012,41,2,T,Georgia,BUF,birth,"Riverdale, GA",Riverdale,GA,Georgia,USA
Jonathan Martin,MartJo01,2012,42,2,T,Stanford,MIA,birth,"Pittsburgh, PA",Pittsburgh,PA,Pennsylvania,USA
Stephen Hill,HillSt00,2012,43,2,WR,Georgia Tech,NYJ,birth,"Tucker, GA",Tucker,GA,Georgia,USA
Jeff Allen,AlleJe01,2012,44,2,T,Illinois,KAN,birth,"Chicago, IL",Chicago,IL,Illinois,USA
Alshon Jeffery,JeffAl00,2012,45,2,WR,South Carolina,CHI,birth,"St. Matthews, SC",St. Matthews,SC,South Carolina,USA
Mychal Kendricks,KendMy00,2012,46,2,ILB,California,PHI,birth,"Fresno, CA",Fresno,CA,California,USA
Bobby Wagner,WagnBo00,2012,47,2,ILB,Utah St.,SEA,birth,"Los Angeles, CA",Los Angeles,CA,California,USA
Tavon Wilson,WilsTa00,2012,48,2,FS,Illinois,NWE,birth,"Washington, DC",Washington,DC,District of Columbia,USA
Kendall Reyes,ReyeKe00,2012,49,2,DT,Connecticut,SDG,birth,"Nashua, NH",Nashua,NH,New Hampshire,USA
Isaiah Pead,PeadIs00,2012,50,2,RB,Cincinnati,STL,birth,"Columbus, OH",Columbus,OH,Ohio,USA
Jerel Worthy,WortJe00,2012,51,2,DT,Michigan St.,GNB,birth,"Dayton, OH",Dayton,OH,Ohio,USA
Zach Brown,BrowZa00,2012,52,2,OLB,North Carolina,TEN,birth,"Beaufort, SC",Beaufort,SC,South Carolina,USA
Devon Still,StilDe00,2012,53,2,DT,Penn St.,CIN,birth,"Camden, NJ",Camden,NJ,New Jersey,USA
Ryan Broyles,BroyRy00,2012,54,2,WR,Oklahoma,DET,birth,"Norman, OK",Norman,OK,Oklahoma,USA
Peter Konz,KonzPe00,2012,55,2,C,Wisconsin,ATL,birth,"Neenah, WI",Neenah,WI,Wisconsin,USA
Mike Adams,AdamMi02,2012,56,2,T,Ohio St.,PIT,birth,"Farrell, PA",Farrell,PA,Pennsylvania,USA
Brock Osweiler,OsweBr00,2012,57,2,QB,Arizona St.,DEN,birth,"Kalispell, MT",Kalispell,MT,Montana,USA
Lavonte David,DaviLa00,2012,58,2,OLB,Nebraska,TAM,birth,"Miami, FL",Miami,FL,Florida,USA
Vinny Curry,CurrVi00,2012,59,2,DE,Marshall,PHI,birth,"Neptune City, NJ",Neptune City,NJ,New Jersey,USA
Kelechi Osemele,OsemKe00,2012,60,2,T,Iowa St.,BAL,birth,"Houston, TX",Houston,TX,Texas,USA
LaMichael James,JameLa00,2012,61,2,RB,Oregon,SFO,birth,"New Boston, TX",New Boston,TX,Texas,USA
Casey Hayward,HaywCa00,2012,62,2,DB,Vanderbilt,GNB,birth,"Perry, GA",Perry,GA,Georgia,USA
Rueben Randle,RandRu00,2012,63,2,WR,LSU,NYG,birth,"Bastrop, LA",Bastrop,LA,Louisiana,USA
Eric Fisher,FishEr00,2013,1,1,T,Central Michigan,KAN,birth,"Rochester, MI",Rochester,MI,Michigan,USA
Luke Joeckel,JoecLu00,2013,2,1,T,Texas A&M,JAX,birth,"Arlington, TX",Arlington,TX,Texas,USA
Dion Jordan,JordDi00,2013,3,1,DE,Oregon,MIA,birth,"Chandler, AZ",Chandler,AZ,Arizona,USA
Lane Johnson,JohnLa01,2013,4,1,T,Oklahoma,PHI,birth,"Groveton, TX",Groveton,TX,Texas,USA
Ezekiel Ansah,AnsaEz00,2013,5,1,DE,BYU,DET,birth,"Accra, Ghana",Accra,,,Ghana
Barkevious Mingo,MingBa00,2013,6,1,DE,LSU,CLE,birth,"Belle Glade, FL",Belle Glade,FL,Florida,USA
Jonathan Cooper,CoopJo01,2013,7,1,G,North Carolina,ARI,birth,"Wilmington, NC",Wilmington,NC,North Carolina,USA
Tavon Austin,AustTa00,2013,8,1,WR,West Virginia,STL,birth,"Baltimore, MD",Baltimore,MD,Maryland,USA
Dee Milliner,MillDe00,2013,9,1,CB,Alabama,NYJ,birth,"Millbrook, AL",Millbrook,AL,Alabama,USA
Chance Warmack,WarmCh00,2013,10,1,G,Alabama,TEN,birth,"Detroit, MI",Detroit,MI,Michigan,USA
D.J. Fluker,FlukDJ00,2013,11,1,T,Alabama,SDG,birth,"New Orleans, LA",New Orleans,LA,Louisiana,USA
D.J. Hayden,HaydDJ00,2013,12,1,CB,Houston,OAK,birth,"Houston, TX",Houston,TX,Texas,USA
Sheldon Richardson,RichSh00,2013,13,1,DT,Missouri,NYJ,birth,"St. Louis, MO",St. Louis,MO,Missouri,USA
Star Lotulelei,LotuSt00,2013,14,1,DT,Utah,CAR,birth,"South Jordan, UT",South Jordan,UT,Utah,USA
Kenny Vaccaro,VaccKe00,2013,15,1,SS,Texas,NOR,birth,"Brownwood, TX",Brownwood,TX,Texas,USA
EJ Manuel,ManuEJ00,2013,16,1,QB,Florida St.,BUF,birth,"Virginia Beach, VA",Virginia Beach,VA,Virginia,USA
Jarvis Jones,JoneJa05,2013,17,1,OLB,Georgia,PIT,birth,"Richland, GA",Richland,GA,Georgia,USA
Eric Reid,ReidEr00,2013,18,1,FS,LSU,SFO,birth,"Baton Rouge, LA",Baton Rouge,LA,Louisiana,USA
Justin Pugh,PughJu00,2013,19,1,T,Syracuse,NYG,birth,"Holland, PA",Holland,PA,Pennsylvania,USA
Kyle Long,LongKy00,2013,20,1,G,Oregon,CHI,birth,"Ivy, Virginia, VA",Ivy,,,Virginia
Tyler Eifert,EifeTy00,2013,21,1,TE,Notre Dame,CIN,birth,"Fort Wayne, IN",Fort Wayne,IN,Indiana,USA
Desmond Trufant,TrufDe00,2013,22,1,CB,Washington,ATL,birth,"Tacoma, WA",Tacoma,WA,Washington,USA
Sharrif Floyd,FloySh00,2013,23,1,DT,Florida,MIN,birth,"Philadelphia, PA",Philadelphia,PA,Pennsylvania,USA
Bjoern Werner,WernBj00,2013,24,1,DE,Florida St.,IND,birth,"Berlin, Germany",Berlin,,,Germany
Xavier Rhodes,RhodXa00,2013,25,1,CB,Florida St.,MIN,birth,"Miami, FL",Miami,FL,Florida,USA
Datone Jones,JoneDa03,2013,26,1,DE,UCLA,GNB,birth,"Los Angeles, CA",Los Angeles,CA,California,USA
DeAndre Hopkins,HopkDe00,2013,27,1,WR,Clemson,HOU,birth,"Central, SC",Central,SC,South Carolina,USA
Sylvester Williams,WillSy00,2013,28,1,DT,North Carolina,DEN,birth,"Jefferson City, MO",Jefferson City,MO,Missouri,USA
Cordarrelle Patterson,PattCo00,2013,29,1,WR,Tennessee,MIN,birth,"Rock Hill, SC",Rock Hill,SC,South Carolina,USA
Alec Ogletree,OgleAl00,2013,30,1,ILB,Georgia,STL,birth,"Newnan, GA",Newnan,GA,Georgia,USA
Travis Frederick,FredTr00,2013,31,1,C,Wisconsin,DAL,birth,"Sharon, WI",Sharon,WI,Wisconsin,USA
Matt Elam,ElamMa00,2013,32,1,FS,Florida,BAL,birth,"Palm Beach Gardens, FL",Palm Beach Gardens,FL,Florida,USA
Jonathan Cyprien,CyprJo00,2013,33,2,FS,Florida International,JAX,birth,"North Miami Beach, FL",North Miami Beach,FL,Florida,USA
Justin Hunter,HuntJu00,2013,34,2,WR,Tennessee,TEN,birth,"Virginia Beach, VA",Virginia Beach,VA,Virginia,USA
Zach Ertz,ErtzZa00,2013,35,2,TE,Stanford,PHI,birth,"Orange, CA",Orange,CA,California,USA
Darius Slay,SlayDa00,2013,36,2,CB,Mississippi St.,DET,birth,"Brunswick, GA",Brunswick,GA,Georgia,USA
Giovani Bernard,BernGi00,2013,37,2,RB,North Carolina,CIN,birth,"Davie, FL",Davie,FL,Florida,USA
Manti Te'o,TeoxMa00,2013,38,2,ILB,Notre Dame,SDG,birth,"Laie, HI",Laie,HI,Hawaii,USA
Geno Smith,SmitGe00,2013,39,2,QB,West Virginia,NYJ,birth,"Miami, FL",Miami,FL,Florida,USA
Cornellius Carradine,CarrCo00,2013,40,2,DE,Florida St.,SFO,birth,"Cincinnati, OH",Cincinnati,OH,Ohio,USA
Robert Woods,WoodRo02,2013,41,2,WR,USC,BUF,birth,"Gardena, CA",Gardena,CA,California,USA
Menelik Watson,WatsMe00,2013,42,2,T,Florida St.,OAK,birth,"Manchester, United Kingdom",Manchester,,,United Kingdom
