"","player","league","team","player_off_roster_13_14","season","id_contract_type","salary","agency","agent","salary_amnesty"
"678","Kosta Koufos","nba","Grizzlies",FALSE,"2014-2015","U",3000000,"Mark Termini Associates","Mark Termini",FALSE
"679","Kosta Koufos","nba","Grizzlies",FALSE,"2013-2014","G",3000000,"Mark Termini Associates","Mark Termini",FALSE
"680","Kris Humphries","nba","Celtics",FALSE,"2013-2014","G",12000000,"Wasserman Media Group","Arn Tellem",FALSE
"681","Kwame Brown","nba","Sixers",FALSE,"2013-2014","G",2945901,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"682","Kyle Korver","nba","Hawks",FALSE,"2016-2017","G",5239437,"Excel Sports Management","Jeff Schwartz",FALSE
"683","Kyle Korver","nba","Hawks",FALSE,"2015-2016","G",5746479,"Excel Sports Management","Jeff Schwartz",FALSE
"684","Kyle Korver","nba","Hawks",FALSE,"2014-2015","G",6253521,"Excel Sports Management","Jeff Schwartz",FALSE
"685","Kyle Korver","nba","Hawks",FALSE,"2013-2014","G",6760563,"Excel Sports Management","Jeff Schwartz",FALSE
"686","Kyle Lowry","nba","Raptors",FALSE,"2013-2014","G",6210000,"ASM Sports","Andy Miller",FALSE
"687","Kyle O'Quinn","nba","Magic",FALSE,"2014-2015","U",915243,"EBSA Sports","Alberto Ebanks",FALSE
"688","Kyle O'Quinn","nba","Magic",FALSE,"2015-2016","QO",1181348,"EBSA Sports","Alberto Ebanks",FALSE
"689","Kyle O'Quinn","nba","Magic",FALSE,"2013-2014","U",788872,"EBSA Sports","Alberto Ebanks",FALSE
"690","Kyle Singler","nba","Pistons",FALSE,"2013-2014","G",1045000,"Wasserman Media Group","Arn Tellem",FALSE
"691","Kyle Singler","nba","Pistons",FALSE,"2015-2016","QO",1362500,"Wasserman Media Group","Arn Tellem",FALSE
"692","Kyle Singler","nba","Pistons",FALSE,"2014-2015","G",1090000,"Wasserman Media Group","Arn Tellem",FALSE
"693","Kyrie Irving","nba","Cavaliers",FALSE,"2014-2015","TO",7070730,"24/7 Sports Management","Jeff Wechsler",FALSE
"694","Kyrie Irving","nba","Cavaliers",FALSE,"2013-2014","G",5607240,"24/7 Sports Management","Jeff Wechsler",FALSE
"695","Kyrie Irving","nba","Cavaliers",FALSE,"2015-2016","QO",9191949,"24/7 Sports Management","Jeff Wechsler",FALSE
"696","LaMarcus Aldridge","nba","Trail Blazers",FALSE,"2013-2014","G",14878000,"Wasserman Media Group","Arn Tellem",FALSE
"697","LaMarcus Aldridge","nba","Trail Blazers",FALSE,"2014-2015","G",16006000,"Wasserman Media Group","Arn Tellem",FALSE
"698","Lance Stephenson","nba","Pacers",FALSE,"2013-2014","G",1005000,"EBSA Sports","Alberto Ebanks",FALSE
"699","Lance Thomas","nba","Pelicans",FALSE,"2013-2014","U",884293,"540 Sports and Entertainment LLC","John Spencer",FALSE
"700","Lance Thomas","nba","Pelicans",FALSE,"2014-2015","U",948163,"540 Sports and Entertainment LLC","John Spencer",FALSE
"701","Landry Fields","nba","Raptors",FALSE,"2013-2014","G",6250000,"Octagon Athlete Representation","Chris Emens",FALSE
"702","Landry Fields","nba","Raptors",FALSE,"2014-2015","G",6250000,"Octagon Athlete Representation","Chris Emens",FALSE
"703","Larry Sanders","nba","Bucks",FALSE,"2016-2017","G",11000000,"Relativity Sports","Dan Fegan",FALSE
"704","Larry Sanders","nba","Bucks",FALSE,"2013-2014","G",3053368,"Relativity Sports","Dan Fegan",FALSE
"705","Larry Sanders","nba","Bucks",FALSE,"2014-2015","G",11000000,"Relativity Sports","Dan Fegan",FALSE
"706","Larry Sanders","nba","Bucks",FALSE,"2015-2016","G",11000000,"Relativity Sports","Dan Fegan",FALSE
"707","Larry Sanders","nba","Bucks",FALSE,"2017-2018","G",11000000,"Relativity Sports","Dan Fegan",FALSE
"708","Lavoy Allen","nba","Sixers",FALSE,"2014-2015","QO",3825000,"ASM Sports","Andy Miller",FALSE
"709","Lavoy Allen","nba","Sixers",FALSE,"2013-2014","G",3060000,"ASM Sports","Andy Miller",FALSE
"710","LeBron James","nba","Heat",FALSE,"2013-2014","G",19067500,"Klutch Sports Management","Rich Paul",FALSE
"711","LeBron James","nba","Heat",FALSE,"2014-2015","ETO",20590000,"Klutch Sports Management","Rich Paul",FALSE
"712","LeBron James","nba","Heat",FALSE,"2015-2016","PO",22112500,"Klutch Sports Management","Rich Paul",FALSE
"713","Lou Williams","nba","Hawks",FALSE,"2014-2015","G",5450000,"Creative Artists Agency","Leon Rose",FALSE
"714","Lou Williams","nba","Hawks",FALSE,"2013-2014","G",5225000,"Creative Artists Agency","Leon Rose",FALSE
"715","Luc Mbah A Moute","nba","Kings",FALSE,"2014-2015","G",4382576,"Excel Sports Management","Jeff Schwartz",FALSE
"716","Luc Mbah A Moute","nba","Kings",FALSE,"2013-2014","G",4588384,"Excel Sports Management","Jeff Schwartz",FALSE
"717","Luigi Datome","nba","Pistons",FALSE,"2015-2016","QO",2187500,"Side by Side","Stefano Meller",FALSE
"718","Luigi Datome","nba","Pistons",FALSE,"2013-2014","G",1750000,"Side by Side","Stefano Meller",FALSE
"719","Luigi Datome","nba","Pistons",FALSE,"2014-2015","G",1750000,"Side by Side","Stefano Meller",FALSE
"720","Luis Scola","nba","Pacers",FALSE,"2013-2014","G",4508504,"AAI Sports","George Bass",FALSE
"721","Luis Scola","nba","Pacers",FALSE,"2014-2015","U",4868499,"AAI Sports","George Bass",FALSE
"722","Luke Ridnour","nba","Bucks",FALSE,"2013-2014","G",4420000,"Williams & Connolly","Jim Tanner",FALSE
"723","Luol Deng","nba","Bulls",FALSE,"2013-2014","G",14275000,"Interperformances","Herb Rudoy",FALSE
"724","Maalik Wayns","nba","Clippers",FALSE,"2014-2015","QO",1115243,"ASM Sports","Andy Miller",FALSE
"725","Maalik Wayns","nba","Clippers",FALSE,"2013-2014","U",788872,"ASM Sports","Andy Miller",FALSE
"726","Malcolm Lee","nba","Suns",FALSE,"2013-2014","G",884293,"Impact Sports Basketball","Mitch Frankel",FALSE
"727","Malcolm Lee","nba","Suns",FALSE,"2014-2015","QO",1148163,"Impact Sports Basketball","Mitch Frankel",FALSE
"728","Manu Ginobili","nba","Spurs",FALSE,"2014-2015","G",7000000,"Interperformances","Herb Rudoy",FALSE
"729","Manu Ginobili","nba","Spurs",FALSE,"2013-2014","G",7500000,"Interperformances","Herb Rudoy",FALSE
"730","Marc Gasol","nba","Grizzlies",FALSE,"2013-2014","G",14860523,"Wasserman Media Group","Arn Tellem",FALSE
"731","Marc Gasol","nba","Grizzlies",FALSE,"2014-2015","G",15829688,"Wasserman Media Group","Arn Tellem",FALSE
"732","Marcin Gortat","nba","Suns",FALSE,"2013-2014","G",7727280,"Zucker International","Guy Zucker",FALSE
"733","Marco Belinelli","nba","Spurs",FALSE,"2013-2014","G",2750000,"Excel Sports Management","Jeff Schwartz",FALSE
"734","Marco Belinelli","nba","Spurs",FALSE,"2014-2015","G",2873750,"Excel Sports Management","Jeff Schwartz",FALSE
"735","Marcus Camby","nba","Raptors",TRUE,"2013-2014","G",2763054,"Independent","Richard Kaplan",FALSE
"736","Marcus Camby","nba","Rockets",FALSE,"2013-2014","G",884293,"Independent","Richard Kaplan",FALSE
"737","Marcus Camby","nba","Raptors",TRUE,"2014-2015","G",646609,"Independent","Richard Kaplan",FALSE
"738","Marcus Morris","nba","Suns",FALSE,"2014-2015","TO",2943221,"Rival Sports Group","Tony Dutt",FALSE
"739","Marcus Morris","nba","Suns",FALSE,"2013-2014","G",1987320,"Rival Sports Group","Tony Dutt",FALSE
"740","Marcus Morris","nba","Suns",FALSE,"2015-2016","QO",4094020,"Rival Sports Group","Tony Dutt",FALSE
"741","Marcus Thornton","nba","Kings",FALSE,"2014-2015","G",8575000,"Rival Sports Group","Tony Dutt",FALSE
"742","Marcus Thornton","nba","Kings",FALSE,"2013-2014","G",8050000,"Rival Sports Group","Tony Dutt",FALSE
"743","Mario Chalmers","nba","Heat",FALSE,"2013-2014","G",4000000,"Excel Sports Management","Jeff Schwartz",FALSE
"744","Markieff Morris","nba","Suns",FALSE,"2014-2015","TO",2989239,"Rival Sports Group","Tony Dutt",FALSE
"745","Markieff Morris","nba","Suns",FALSE,"2015-2016","QO",4134118,"Rival Sports Group","Tony Dutt",FALSE
"746","Markieff Morris","nba","Suns",FALSE,"2013-2014","G",2091840,"Rival Sports Group","Tony Dutt",FALSE
"747","Marquis Teague","nba","Bulls",FALSE,"2016-2017","QO",3034891,"ASM Sports","Andy Miller",FALSE
"748","Marquis Teague","nba","Bulls",FALSE,"2013-2014","G",1074720,"ASM Sports","Andy Miller",FALSE
"749","Marquis Teague","nba","Bulls",FALSE,"2014-2015","TO",1120920,"ASM Sports","Andy Miller",FALSE
"750","Marquis Teague","nba","Bulls",FALSE,"2015-2016","TO",2023261,"ASM Sports","Andy Miller",FALSE
"751","Marreese Speights","nba","Warriors",FALSE,"2014-2015","G",3657500,"ASM Sports","Andy Miller",FALSE
"752","Marreese Speights","nba","Warriors",FALSE,"2015-2016","TO",3815000,"ASM Sports","Andy Miller",FALSE
"753","Marreese Speights","nba","Warriors",FALSE,"2013-2014","G",3500000,"ASM Sports","Andy Miller",FALSE
"754","MarShon Brooks","nba","Celtics",FALSE,"2015-2016","QO",3201471,"Verus Management Team","Seth Cohen",FALSE
"755","MarShon Brooks","nba","Celtics",FALSE,"2014-2015","TO",2179354,"Verus Management Team","Seth Cohen",FALSE
"756","MarShon Brooks","nba","Celtics",FALSE,"2013-2014","G",1210080,"Verus Management Team","Seth Cohen",FALSE
"757","Marvin Williams","nba","Jazz",FALSE,"2013-2014","G",7500000,"Williams & Connolly","Jim Tanner",FALSE
"758","Mason Plumlee","nba","Nets",FALSE,"2013-2014","G",1298640,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"759","Mason Plumlee","nba","Nets",FALSE,"2014-2015","G",1357080,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"760","Mason Plumlee","nba","Nets",FALSE,"2015-2016","TO",1415520,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"761","Mason Plumlee","nba","Nets",FALSE,"2016-2017","TO",2328530,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"762","Mason Plumlee","nba","Nets",FALSE,"2017-2018","QO",3371712,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"763","Matt Barnes","nba","Clippers",FALSE,"2014-2015","G",3396250,"Goodwin Management Group","Aaron Goodwin",FALSE
"764","Matt Barnes","nba","Clippers",FALSE,"2015-2016","U",3542500,"Goodwin Management Group","Aaron Goodwin",FALSE
"765","Matt Barnes","nba","Clippers",FALSE,"2013-2014","G",3250000,"Goodwin Management Group","Aaron Goodwin",FALSE
"766","Matt Bonner","nba","Spurs",FALSE,"2013-2014","G",3945000,"Championship Sports","Kenny Grant",FALSE
"767","Matthew Dellavedova","nba","Cavaliers",FALSE,"2015-2016","QO",1147276,"BDA Sports Management","Bill Duffy",FALSE
"768","Matthew Dellavedova","nba","Cavaliers",FALSE,"2013-2014","U",490180,"BDA Sports Management","Bill Duffy",FALSE
"769","Matthew Dellavedova","nba","Cavaliers",FALSE,"2014-2015","G",816482,"BDA Sports Management","Bill Duffy",FALSE
"770","Maurice Harkless","nba","Magic",FALSE,"2016-2017","QO",4045894,"Relativity Sports","Dan Fegan",FALSE
"771","Maurice Harkless","nba","Magic",FALSE,"2014-2015","TO",1887840,"Relativity Sports","Dan Fegan",FALSE
"772","Maurice Harkless","nba","Magic",FALSE,"2013-2014","G",1809840,"Relativity Sports","Dan Fegan",FALSE
"773","Maurice Harkless","nba","Magic",FALSE,"2015-2016","TO",2894059,"Relativity Sports","Dan Fegan",FALSE
"774","Metta World Peace","nba","Knicks",FALSE,"2013-2014","G",1590000,"Pinnacle Management Corporation","Marc Cornstein",FALSE
"775","Metta World Peace","nba","Knicks",FALSE,"2014-2015","PO",1661550,"Pinnacle Management Corporation","Marc Cornstein",FALSE
"776","Meyers Leonard","nba","Trail Blazers",FALSE,"2015-2016","TO",3075880,"Excel Sports Management","Jeff Schwartz",FALSE
"777","Meyers Leonard","nba","Trail Blazers",FALSE,"2014-2015","TO",2317920,"Excel Sports Management","Jeff Schwartz",FALSE
"778","Meyers Leonard","nba","Trail Blazers",FALSE,"2013-2014","G",2222160,"Excel Sports Management","Jeff Schwartz",FALSE
"779","Meyers Leonard","nba","Trail Blazers",FALSE,"2016-2017","QO",4210880,"Excel Sports Management","Jeff Schwartz",FALSE
"780","Michael Beasley","nba","Heat",TRUE,"2013-2014","U",1027000,"Excel Sports Management","Jeff Schwartz",FALSE
"781","Michael Kidd-Gilchrist","nba","Bobcats",FALSE,"2013-2014","G",4809840,"Creative Artists Agency","Leon Rose",FALSE
"782","Michael Kidd-Gilchrist","nba","Bobcats",FALSE,"2016-2017","QO",8262482,"Creative Artists Agency","Leon Rose",FALSE
"783","Michael Kidd-Gilchrist","nba","Bobcats",FALSE,"2015-2016","TO",6331404,"Creative Artists Agency","Leon Rose",FALSE
"784","Michael Kidd-Gilchrist","nba","Bobcats",FALSE,"2014-2015","TO",5016960,"Creative Artists Agency","Leon Rose",FALSE
"785","Mike Conley","nba","Grizzlies",FALSE,"2013-2014","G",8600001,"BDA Sports Management","Mike Conley",FALSE
"786","Mike Conley","nba","Grizzlies",FALSE,"2014-2015","G",9294216,"BDA Sports Management","Mike Conley",FALSE
"787","Mike Conley","nba","Grizzlies",FALSE,"2015-2016","G",9988426,"BDA Sports Management","Mike Conley",FALSE
"788","Mike Dunleavy Jr","nba","Bulls",FALSE,"2014-2015","G",3326235,"Wasserman Media Group","Arn Tellem",FALSE
"789","Mike Dunleavy Jr","nba","Bulls",FALSE,"2013-2014","G",3183000,"Wasserman Media Group","Arn Tellem",FALSE
"790","Mike Miller","nba","Grizzlies",FALSE,"2013-2014","G",884293,"Wasserman Media Group","Arn Tellem",FALSE
"791","Mike Scott","nba","Hawks",FALSE,"2013-2014","U",788872,"Creative Artists Agency","Aaron Mintz",FALSE
"792","Mike Scott","nba","Hawks",FALSE,"2014-2015","QO",1115243,"Creative Artists Agency","Aaron Mintz",FALSE
"793","Miles Plumlee","nba","Suns",FALSE,"2016-2017","QO",3113317,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"794","Miles Plumlee","nba","Suns",FALSE,"2013-2014","G",1121520,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"795","Miles Plumlee","nba","Suns",FALSE,"2014-2015","TO",1169880,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"796","Miles Plumlee","nba","Suns",FALSE,"2015-2016","TO",2109294,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"797","Miroslav Raduljica","nba","Bucks",FALSE,"2013-2014","G",1500000,"Norton Sports Management","Matt Babcock",FALSE
"798","Miroslav Raduljica","nba","Bucks",FALSE,"2016-2017","QO",1959375,"Norton Sports Management","Matt Babcock",FALSE
"799","Miroslav Raduljica","nba","Bucks",FALSE,"2015-2016","U",1567500,"Norton Sports Management","Matt Babcock",FALSE
"800","Miroslav Raduljica","nba","Bucks",FALSE,"2014-2015","G",1500000,"Norton Sports Management","Matt Babcock",FALSE
"801","Mirza Teletovic","nba","Nets",FALSE,"2014-2015","G",3368100,"Excel Sports Management","Jeff Schwartz",FALSE
"802","Mirza Teletovic","nba","Nets",FALSE,"2013-2014","G",3229050,"Excel Sports Management","Jeff Schwartz",FALSE
"803","Mirza Teletovic","nba","Nets",FALSE,"2015-2016","QO",4210125,"Excel Sports Management","Jeff Schwartz",FALSE
"804","Mo Williams","nba","Trail Blazers",FALSE,"2014-2015","PO",2771340,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"805","Mo Williams","nba","Trail Blazers",FALSE,"2013-2014","G",2652000,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"806","Monta Ellis","nba","Mavericks",FALSE,"2014-2015","G",8360000,"Relativity Sports","Happy Walters",FALSE
"807","Monta Ellis","nba","Mavericks",FALSE,"2013-2014","G",8000000,"Relativity Sports","Happy Walters",FALSE
"808","Monta Ellis","nba","Mavericks",FALSE,"2015-2016","PO",8720000,"Relativity Sports","Happy Walters",FALSE
"809","Nando De Colo","nba","Spurs",FALSE,"2013-2014","G",1463000,"Creative Artists Agency","Steve Heumann",FALSE
"810","Nando De Colo","nba","Spurs",FALSE,"2014-2015","QO",1828750,"Creative Artists Agency","Steve Heumann",FALSE
"811","Nate Robinson","nba","Nuggets",FALSE,"2013-2014","G",2016000,"Goodwin Management Group","Aaron Goodwin",FALSE
"812","Nate Robinson","nba","Nuggets",FALSE,"2014-2015","PO",2106720,"Goodwin Management Group","Aaron Goodwin",FALSE
"813","Nate Wolters","nba","Bucks",FALSE,"2014-2015","G",816482,"Allegiant Athletic Agency","Jared Karnes",FALSE
"814","Nate Wolters","nba","Bucks",FALSE,"2013-2014","G",500000,"Allegiant Athletic Agency","Jared Karnes",FALSE
"815","Nate Wolters","nba","Bucks",FALSE,"2016-2017","QO",1215696,"Allegiant Athletic Agency","Jared Karnes",FALSE
"816","Nate Wolters","nba","Bucks",FALSE,"2015-2016","U",947276,"Allegiant Athletic Agency","Jared Karnes",FALSE
"817","Nazr Mohammed","nba","Bulls",FALSE,"2013-2014","G",884293,"Excel Sports Management","Mike Higgins",FALSE
"818","Nemanja Nedovic","nba","Warriors",FALSE,"2013-2014","G",1056720,"Excel Sports Management","Jeff Schwartz",FALSE
"819","Nemanja Nedovic","nba","Warriors",FALSE,"2014-2015","G",1104240,"Excel Sports Management","Jeff Schwartz",FALSE
"820","Nemanja Nedovic","nba","Warriors",FALSE,"2016-2017","TO",2078927,"Excel Sports Management","Jeff Schwartz",FALSE
"821","Nemanja Nedovic","nba","Warriors",FALSE,"2017-2018","QO",3118390,"Excel Sports Management","Jeff Schwartz",FALSE
"822","Nemanja Nedovic","nba","Warriors",FALSE,"2015-2016","TO",1151760,"Excel Sports Management","Jeff Schwartz",FALSE
"823","Nene","nba","Wizards",FALSE,"2013-2014","G",13000000,"Relativity Sports","Dan Fegan",FALSE
"824","Nene","nba","Wizards",FALSE,"2014-2015","G",13000000,"Relativity Sports","Dan Fegan",FALSE
"825","Nene","nba","Wizards",FALSE,"2015-2016","G",13000000,"Relativity Sports","Dan Fegan",FALSE
"826","Nick Calathes","nba","Grizzlies",FALSE,"2014-2015","U",816482,"Relativity Sports","Dan Fegan",FALSE
"827","Nick Calathes","nba","Grizzlies",FALSE,"2013-2014","G",490180,"Relativity Sports","Dan Fegan",FALSE
"828","Nick Calathes","nba","Grizzlies",FALSE,"2015-2016","QO",1147276,"Relativity Sports","Dan Fegan",FALSE
"829","Nick Collison","nba","Thunder",FALSE,"2014-2015","G",2242003,"Excel Sports Management","Mike Higgins",FALSE
"830","Nick Collison","nba","Thunder",FALSE,"2013-2014","G",2585668,"Excel Sports Management","Mike Higgins",FALSE
"831","Nick Young","nba","Lakers",FALSE,"2013-2014","G",1106942,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"832","Nick Young","nba","Lakers",FALSE,"2014-2015","PO",1227985,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"833","Nicolas Batum","nba","Trail Blazers",FALSE,"2015-2016","G",12235750,"Comsport","Bouna Ndiaye",FALSE
"834","Nicolas Batum","nba","Trail Blazers",FALSE,"2013-2014","G",11295250,"Comsport","Bouna Ndiaye",FALSE
"835","Nicolas Batum","nba","Trail Blazers",FALSE,"2014-2015","G",11765500,"Comsport","Bouna Ndiaye",FALSE
"836","Nikola Pekovic","nba","Timberwolves",FALSE,"2014-2015","G",12100000,"Excel Sports Management","Jeff Schwartz",FALSE
"837","Nikola Pekovic","nba","Timberwolves",FALSE,"2017-2018","G",11600000,"Excel Sports Management","Jeff Schwartz",FALSE
"838","Nikola Pekovic","nba","Timberwolves",FALSE,"2016-2017","G",12100000,"Excel Sports Management","Jeff Schwartz",FALSE
"839","Nikola Pekovic","nba","Timberwolves",FALSE,"2015-2016","G",12100000,"Excel Sports Management","Jeff Schwartz",FALSE
"840","Nikola Pekovic","nba","Timberwolves",FALSE,"2013-2014","G",12100000,"Excel Sports Management","Jeff Schwartz",FALSE
"841","Nikola Vucevic","nba","Magic",FALSE,"2014-2015","TO",2751260,"BDA Sports Management","Rade Filipovich",FALSE
"842","Nikola Vucevic","nba","Magic",FALSE,"2013-2014","G",1793520,"BDA Sports Management","Rade Filipovich",FALSE
"843","Nikola Vucevic","nba","Magic",FALSE,"2015-2016","QO",3865520,"BDA Sports Management","Rade Filipovich",FALSE
"844","Norris Cole","nba","Heat",FALSE,"2013-2014","G",1129200,"Bell Management","Joel Bell",FALSE
"845","Norris Cole","nba","Heat",FALSE,"2015-2016","QO",3036927,"Bell Management","Joel Bell",FALSE
"846","Norris Cole","nba","Heat",FALSE,"2014-2015","TO",2038206,"Bell Management","Joel Bell",FALSE
"847","O.J. Mayo","nba","Bucks",FALSE,"2013-2014","G",8000000,"Landmark Sports Agency","Rob Pelinka",FALSE
"848","O.J. Mayo","nba","Bucks",FALSE,"2014-2015","G",8000000,"Landmark Sports Agency","Rob Pelinka",FALSE
"849","O.J. Mayo","nba","Bucks",FALSE,"2015-2016","G",8000000,"Landmark Sports Agency","Rob Pelinka",FALSE
"850","Omer Asik","nba","Rockets",FALSE,"2013-2014","G",8374646,"ASM Sports","Andy Miller",FALSE
"851","Omer Asik","nba","Rockets",FALSE,"2014-2015","G",8374646,"ASM Sports","Andy Miller",FALSE
"852","Omri Casspi","nba","Rockets",FALSE,"2014-2015","U",1063384,"Creative Artists Agency","Steve Heumann",FALSE
"853","Omri Casspi","nba","Rockets",FALSE,"2013-2014","G",947907,"Creative Artists Agency","Steve Heumann",FALSE
"854","Orlando Johnson","nba","Pacers",FALSE,"2014-2015","U",915243,"BDA Sports Management","Bill Duffy",FALSE
"855","Orlando Johnson","nba","Pacers",FALSE,"2015-2016","QO",1181348,"BDA Sports Management","Bill Duffy",FALSE
"856","Orlando Johnson","nba","Pacers",FALSE,"2013-2014","G",788872,"BDA Sports Management","Bill Duffy",FALSE
"857","Otto Porter","nba","Wizards",FALSE,"2017-2018","QO",7732904,"FAME","David Falk",FALSE
"858","Otto Porter","nba","Wizards",FALSE,"2016-2017","QO",5893981,"FAME","David Falk",FALSE
"859","Otto Porter","nba","Wizards",FALSE,"2014-2015","G",4470480,"FAME","David Falk",FALSE
"860","Otto Porter","nba","Wizards",FALSE,"2013-2014","G",4278000,"FAME","David Falk",FALSE
"861","Otto Porter","nba","Wizards",FALSE,"2015-2016","TO",4662960,"FAME","David Falk",FALSE
"862","P.J. Tucker","nba","Suns",FALSE,"2014-2015","QO",1148163,"Arete Sports Agency","Andre Buck",FALSE
"863","P.J. Tucker","nba","Suns",FALSE,"2013-2014","G",884293,"Arete Sports Agency","Andre Buck",FALSE
"864","Pablo Prigioni","nba","Knicks",FALSE,"2014-2015","G",1662961,"AAI Sports","George Bass",FALSE
"865","Pablo Prigioni","nba","Knicks",FALSE,"2013-2014","G",1591350,"AAI Sports","George Bass",FALSE
"866","Pablo Prigioni","nba","Knicks",FALSE,"2015-2016","U",1734572,"AAI Sports","George Bass",FALSE
"867","Patrick Beverley","nba","Rockets",FALSE,"2014-2015","U",915243,"BDA Sports Management","Kevin Bradbury",FALSE
"868","Patrick Beverley","nba","Rockets",FALSE,"2015-2016","QO",1181348,"BDA Sports Management","Kevin Bradbury",FALSE
"869","Patrick Beverley","nba","Rockets",FALSE,"2013-2014","U",788872,"BDA Sports Management","Kevin Bradbury",FALSE
"870","Patrick Christopher","nba","Bulls",FALSE,"2013-2014","U",490180,"Relativity Sports","Chris Patrick",FALSE
"871","Patrick Christopher","nba","Bulls",FALSE,"2014-2015","QO",1016482,"Relativity Sports","Chris Patrick",FALSE
"872","Patrick Mills","nba","Spurs",FALSE,"2013-2014","G",1133950,"Creative Artists Agency","Steve Heumann",FALSE
"873","Patrick Patterson","nba","Kings",FALSE,"2014-2015","QO",4319474,"Excel Sports Management","Sam Goldfeder",FALSE
"874","Patrick Patterson","nba","Kings",FALSE,"2013-2014","G",3105301,"Excel Sports Management","Sam Goldfeder",FALSE
"875","Pau Gasol","nba","Lakers",FALSE,"2013-2014","G",19285850,"Wasserman Media Group","Arn Tellem",FALSE
"876","Paul George","nba","Pacers",FALSE,"2014-2015","QO",4470088,"Creative Artists Agency","Aaron Mintz",FALSE
"877","Paul George","nba","Pacers",FALSE,"2013-2014","G",3282003,"Creative Artists Agency","Aaron Mintz",FALSE
"878","Paul Millsap","nba","Hawks",FALSE,"2013-2014","G",9500000,"BDS Sports","DeAngelo Simmons",FALSE
"879","Paul Millsap","nba","Hawks",FALSE,"2014-2015","G",9500000,"BDS Sports","DeAngelo Simmons",FALSE
"880","Paul Pierce","nba","Nets",FALSE,"2013-2014","G",15333334,"Excel Sports Management","Jeff Schwartz",FALSE
"881","Pero Antic","nba","Hawks",FALSE,"2014-2015","U",1250000,"Excel Sports Management","Michael Lindeman",FALSE
"882","Pero Antic","nba","Hawks",FALSE,"2013-2014","G",1200000,"Excel Sports Management","Michael Lindeman",FALSE
"883","Pero Antic","nba","Hawks",FALSE,"2015-2016","QO",1562500,"Excel Sports Management","Michael Lindeman",FALSE
"884","Perry Jones","nba","Thunder",FALSE,"2016-2017","QO",3036927,"BDA Sports Management","Bill Duffy",FALSE
"885","Perry Jones","nba","Thunder",FALSE,"2014-2015","TO",1129200,"BDA Sports Management","Bill Duffy",FALSE
"886","Perry Jones","nba","Thunder",FALSE,"2015-2016","TO",2038206,"BDA Sports Management","Bill Duffy",FALSE
"887","Perry Jones","nba","Thunder",FALSE,"2013-2014","G",1082520,"BDA Sports Management","Bill Duffy",FALSE
"888","Peyton Siva","nba","Pistons",FALSE,"2013-2014","U",490180,"ASM Sports","Andy Miller",FALSE
"889","Peyton Siva","nba","Pistons",FALSE,"2015-2016","QO",1147276,"ASM Sports","Andy Miller",FALSE
"890","Peyton Siva","nba","Pistons",FALSE,"2014-2015","U",816482,"ASM Sports","Andy Miller",FALSE
"891","Phil Pressey","nba","Celtics",FALSE,"2014-2015","U",816482,"Creative Artists Agency","Aaron Mintz",FALSE
"892","Phil Pressey","nba","Celtics",FALSE,"2015-2016","U",947276,"Creative Artists Agency","Aaron Mintz",FALSE
"893","Phil Pressey","nba","Celtics",FALSE,"2013-2014","G",490180,"Creative Artists Agency","Aaron Mintz",FALSE
"894","Phil Pressey","nba","Celtics",FALSE,"2016-2017","QO",1215696,"Creative Artists Agency","Aaron Mintz",FALSE
"895","Quentin Richardson","nba","Magic",TRUE,"2013-2014","G",2808600,"24/7 Sports Management","Jeff Wechsler",FALSE
"896","Quentin Richardson","nba","Raptors",TRUE,"2013-2014","G",1399507,"24/7 Sports Management","Jeff Wechsler",FALSE
"897","Quincy Acy","nba","Raptors",FALSE,"2013-2014","G",788872,"Athlete Management","Michael Silverman",FALSE
"898","Quincy Acy","nba","Raptors",FALSE,"2014-2015","U",915243,"Athlete Management","Michael Silverman",FALSE
"899","Quincy Acy","nba","Raptors",FALSE,"2015-2016","QO",1181348,"Athlete Management","Michael Silverman",FALSE
"900","Quincy Miller","nba","Nuggets",FALSE,"2013-2014","U",788872,"Envision Sports Agency","Dwon Clifton",FALSE
"901","Quincy Miller","nba","Nuggets",FALSE,"2015-2016","QO",1181348,"Envision Sports Agency","Dwon Clifton",FALSE
"902","Quincy Miller","nba","Nuggets",FALSE,"2014-2015","U",915243,"Envision Sports Agency","Dwon Clifton",FALSE
"903","Quincy Pondexter","nba","Grizzlies",FALSE,"2013-2014","G",2225479,"Wasserman Media Group","Arn Tellem",FALSE
"904","Quincy Pondexter","nba","Grizzlies",FALSE,"2014-2015","QO",3284807,"Wasserman Media Group","Arn Tellem",FALSE
