player,agency,agent,season,salary,salary_amnesty,,player
Arnett Moultrie,The Alliance Management Group,Derek Lafayette,2015-2016,2049632,FALSE,,
Arron Afflalo,Excel Sports Management,Jeff Schwartz,2015-2016,7750000,FALSE,,
Austin Daye,Landmark Sports Agency,Rob Pelinka,2015-2016,0,FALSE,,
Austin Rivers,FAME,David Falk,2015-2016,3110796,FALSE,,
Avery Bradley,Lagardere Unlimited,Mitchell Butler,2015-2016,0,FALSE,,
Byron Mullens,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
B.J. Young,Briscoe Sports Management,Charlie Briscoe,2015-2016,947276,FALSE,,
Ben Gordon,IAM Sports,Raymond Brothers,2015-2016,0,FALSE,,
Beno Udrih,Pinnacle Management Corporation,Marc Cornstein,2015-2016,,FALSE,,
Bernard James,Relativity Sports,Dan Fegan,2015-2016,0,FALSE,,
Bismack Biyombo,Wasserman Media Group,Arn Tellem,2015-2016,5479933,FALSE,,
Blake Griffin,Excel Sports Management,Jeff Schwartz,2015-2016,18862876,FALSE,,
Boris Diaw,The Neustadt Group,Doug Neustadt,2015-2016,0,FALSE,,
Bradley Beal,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,5694673,FALSE,,
Brandan Wright,Williams & Connolly,Jim Tanner,2015-2016,0,FALSE,,
Brandon Bass,Rival Sports Group,Tony Dutt,2015-2016,0,FALSE,,
Brandon Davies,BDA Sports Management,Bill Duffy,2015-2016,1147276,FALSE,,
Brandon Jennings,Excel Sports Management,Jeff Schwartz,2015-2016,8344497,FALSE,,
Brandon Knight,Wasserman Media Group,Arn Tellem,2015-2016,5054462,FALSE,,
Brandon Roy,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Brandon Rush,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,0,FALSE,,
Brendan Haywood,ASM Sports,Andy Miller,2015-2016,0,FALSE,,
Brendan Haywood,ASM Sports,Andy Miller,2015-2016,0,FALSE,,
Brian Roberts,ASM Sports,Andy Miller,2015-2016,0,FALSE,,
Brook Lopez,Wasserman Media Group,Arn Tellem,2015-2016,16774000,FALSE,,
C.J. Leslie,Creative Artists Agency,Aaron Mintz,2015-2016,TBD,FALSE,,
C.J. McCollum,Excel Sports Management,Jeff Schwartz,2015-2016,2525160,FALSE,,
C.J. Watson,Excel Sports Management,Jeff Schwartz,2015-2016,0,FALSE,,
Carl Landry,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,6750000,FALSE,,
Carlos Boozer,Landmark Sports Agency,Rob Pelinka,2015-2016,0,FALSE,,
Carlos Delfino,ASM Sports,Andy Miller,2015-2016,3250000,FALSE,,
Carmelo Anthony,Creative Artists Agency,Leon Rose,2015-2016,0,FALSE,,
Caron Butler,IAM Sports,Raymond Brothers,2015-2016,0,FALSE,,
Carrick Felix,Stratosphere Sports,Todd Eley,2015-2016,TBD,FALSE,,
Chandler Parsons,Relativity Sports,Dan Fegan,2015-2016,0,FALSE,,
Channing Frye,Landmark Sports Agency,Rob Pelinka,2015-2016,0,FALSE,,
Charlie Villanueva,Excel Sports Management,Jeff Schwartz,2015-2016,0,FALSE,,
Chase Budinger,BDA Sports Management,Kevin Bradbury,2015-2016,5000000,FALSE,,
Chauncey Billups,ASM Sports,Andy Miller,2015-2016,0,FALSE,,
Chris Andersen,Creative Artists Agency,Steve Heumann,2015-2016,0,FALSE,,
Chris Andersen,Creative Artists Agency,Steve Heumann,2015-2016,,FALSE,,
Chris Bosh,Creative Artists Agency,Henry Thomas,2015-2016,22112500,FALSE,,
Chris Copeland,540 Sports and Entertainment LLC,John Spencer,2015-2016,0,FALSE,,
Chris Duhon,BDA Sports Management,Kevin Bradbury,2015-2016,0,FALSE,,
Chris Kaman,Landmark Sports Agency,Rob Pelinka,2015-2016,0,FALSE,,
Chris Paul,Creative Artists Agency,Leon Rose,2015-2016,21468695,FALSE,,
Chris Singleton,BDA Sports Management,Bill Duffy,2015-2016,3726965,FALSE,,
Chuck Hayes,BDA Sports Management,Bill Duffy,2015-2016,0,FALSE,,
Cody Zeller,Excel Sports Management,Jeff Schwartz,2015-2016,4204200,FALSE,,
Cole Aldrich,Excel Sports Management,Jeff Schwartz,2015-2016,TBD,FALSE,,
Corey Brewer,Relativity Sports,Dan Fegan,2015-2016,4905000,FALSE,,
Cory Joseph,Klutch Sports Management,Rich Paul,2015-2016,3201889,FALSE,,
Courtney Lee,Relativity Sports,Dan Fegan,2015-2016,5675000,FALSE,,
D.J. Augustin,IAM Sports,Raymond Brothers,2015-2016,0,FALSE,,
Damian Lillard,Goodwin Management Group,Aaron Goodwin,2015-2016,4236286,FALSE,,
Damien Wilkins,Perennial,Wallace Prather,2015-2016,0,FALSE,,
Daniel Orton,Vartanian Sports Management,Ara Vartanian,2015-2016,0,FALSE,,
Danilo Gallinari,Wasserman Media Group,Arn Tellem,2015-2016,11559225,FALSE,,
Danny Granger,Creative Artists Agency,Aaron Mintz,2015-2016,0,FALSE,,
Dante Cunningham,Bell Management,Joel Bell,2015-2016,0,FALSE,,
Darius Johnson-Odom,Octagon Athlete Representation,Chris Emens,2015-2016,0,FALSE,,
Darius Morris,Shibumi Sports,Brian Dyke,2015-2016,0,FALSE,,
Darrell Arthur,Independent,Jerry Hicks,2015-2016,0,FALSE,,
Darren Collison,BDA Sports Management,Rade Filipovich,2015-2016,0,FALSE,,
David Lee,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,15493680,FALSE,,
David West,Octagon Athlete Representation,Jeff Austin,2015-2016,12600000,FALSE,,
DeAndre Jordan,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Dee Bost,540 Sports and Entertainment LLC,John Spencer,2015-2016,0,FALSE,,
DeJuan Blair,Relativity Sports,Dan Fegan,2015-2016,0,FALSE,,
DeMar Derozan,Goodwin Management Group,Aaron Goodwin,2015-2016,9500000,FALSE,,
DeMarcus Cousins,Relativity Sports,Dan Fegan,2015-2016,0,FALSE,,
DeMarre Carroll,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,0,FALSE,,
Dennis Schroeder,Octagon Athlete Representation,Jeff Austin,2015-2016,1763400,FALSE,,
Derek Fisher,Landmark Sports Agency,Rob Pelinka,2015-2016,0,FALSE,,
Deron Williams,Excel Sports Management,Jeff Schwartz,2015-2016,21042800,FALSE,,
Derrick Favors,Perennial,Wallace Prather,2015-2016,0,FALSE,,
Derrick Rose,Wasserman Media Group,Arn Tellem,2015-2016,20093064,FALSE,,
Derrick Williams,Landmark Sports Agency,Rob Pelinka,2015-2016,8717225,FALSE,,
DeShawn Stevenson,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Devin Ebanks,Lagardere Unlimited,David Bauman,2015-2016,TBD,FALSE,,
Devin Harris,Excel Sports Management,Jeff Schwartz,2015-2016,0,FALSE,,
Diante Garrett,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Dion Waiters,Landmark Sports Agency,Rob Pelinka,2015-2016,5138430,FALSE,,
Dominic McGuire,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,TBD,FALSE,,
Donald Sloan,Impact Sports Basketball,Brian Elfus,2015-2016,0,FALSE,,
Donatas Motiejunas,Wasserman Media Group,Arn Tellem,2015-2016,2288204,FALSE,,
Dorell Wright,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Doron Lamb,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Drew Gooden,Relativity Sports,Dan Fegan,2015-2016,0,FALSE,,
Dwight Buycks,Relativity Sports,Chris Patrick,2015-2016,0,FALSE,,
Dwight Howard,Relativity Sports,Dan Fegan,2015-2016,22359364,FALSE,,
Dwyane Wade,Creative Artists Agency,Henry Thomas,2015-2016,21560000,FALSE,,
E'Twaun Moore,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,0,FALSE,,
Earl Clark,BDA Sports Management,Kevin Bradbury,2015-2016,0,FALSE,,
Earl Watson,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,0,FALSE,,
Ed Davis,Landmark Sports Agency,Rob Pelinka,2015-2016,0,FALSE,,
EJ Singler,Wasserman Media Group,Greg Lawrence,2015-2016,TBD,FALSE,,
Ekpe Udoh,CGL Sports,Chris Grier Luchey,2015-2016,0,FALSE,,
Elias Harris,Priority Sports & Entertainment,Brad Ames,2015-2016,0,FALSE,,
Elton Brand,FAME,David Falk,2015-2016,0,FALSE,,
Emeka Okafor,Excel Sports Management,Jeff Schwartz,2015-2016,0,FALSE,,
Enes Kanter,Independent,Max Ergul,2015-2016,7882663,FALSE,,
Eric Bledsoe,Klutch Sports Management,Rich Paul,2015-2016,0,FALSE,,
Eric Gordon,Landmark Sports Agency,Rob Pelinka,2015-2016,15514031,FALSE,,
Eric Maynor,ASM Sports,Andy Miller,2015-2016,0,FALSE,,
Ersan Ilyasova,ASM Sports,Andy Miller,2015-2016,7900000,FALSE,,
Evan Fournier,Comsport,Bouna Ndiaye,2015-2016,2288204,FALSE,,
Evan Turner,FAME,David Falk,2015-2016,0,FALSE,,
Fab Melo,Wasserman Media Group,BJ Armstrong,2015-2016,0,FALSE,,
Festus Ezeli,BDA Sports Management,Bill Duffy,2015-2016,2008748,FALSE,,
Francisco Garcia,Goodwin Management Group,Aaron Goodwin,2015-2016,0,FALSE,,
Garrett Temple,Performance Sports Management,John Hamilton,2015-2016,0,FALSE,,
Gary Neal,Lagardere Unlimited,David Bauman,2015-2016,TBD,FALSE,,
George Hill,Saga Sports,Bill Neff,2015-2016,8000000,FALSE,,
Gerald Green,Rival Sports Group,Colin Bryant,2015-2016,0,FALSE,,
Gerald Henderson,Wasserman Media Group,Arn Tellem,2015-2016,6000000,FALSE,,
Gerald Wallace,Landmark Sports Agency,Rob Pelinka,2015-2016,10105855,FALSE,,
Giannis Antetokounmpo,Octagon Athlete Representation,Alex Saratsis,2015-2016,1953960,FALSE,,
Gigi Datome,Excel Sports Management,Sam Goldfeder,2015-2016,0,FALSE,,
Glen Davis,Performance Sports Management,John Hamilton,2015-2016,0,FALSE,,
Glen Rice Jr,24/7 Sports Management,Jeff Wechsler,2015-2016,TBD,FALSE,,
Goran Dragic,BDA Sports Management,Rade Filipovich,2015-2016,7500000,FALSE,,
Gordon Hayward,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,0,FALSE,,
Gorgui Dieng,Wasserman Media Group,Arn Tellem,2015-2016,1474440,FALSE,,
Greg Monroe,FAME,David Falk,2015-2016,0,FALSE,,
Greg Oden,BDA Sports Management,Mike Conley,2015-2016,0,FALSE,,
Greg Smith,Impact Sports Basketball,Brian Elfus,2015-2016,0,FALSE,,
Greg Stiemsma,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,0,FALSE,,
Greivis Vasquez,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Gustavo Ayon,Duran International Sports Management,Emilio Duran,2015-2016,0,FALSE,,
Hamed Haddadi,Pinnacle Management Corporation,Marc Cornstein,2015-2016,0,FALSE,,
Harrison Barnes,24/7 Sports Management,Jeff Wechsler,2015-2016,3873398,FALSE,,
Hidayet Turkoglu,Williams & Connolly,Jim Tanner,2015-2016,0,FALSE,,
Ian Mahinmi,Comsport,Bouna Ndiaye,2015-2016,4000000,FALSE,,
Iman Shumpert,Relativity Sports,Dan Fegan,2015-2016,3898691,FALSE,,
Isaiah Canaan,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,947276,FALSE,,
Isaiah Thomas,ASM Sports,Andy Miller,2015-2016,0,FALSE,,
Ishmael Smith,IAM Sports,Raymond Brothers,2015-2016,0,FALSE,,
J.J. Hickson,ASM Sports,Andy Miller,2015-2016,5613500,FALSE,,
J.J. Redick,Wasserman Media Group,Arn Tellem,2015-2016,7085000,FALSE,,
J.R. Smith,Creative Artists Agency,Leon Rose,2015-2016,TBD,FALSE,,
Jae Crowder,Alliance Sports Management,Glenn Schwartzman,2015-2016,0,FALSE,,
Jamaal Franklin,Impact Sports Basketball,Brian Elfus,2015-2016,947276,FALSE,,
Jamal Crawford,ASM Sports,Andy Miller,2015-2016,5675000,FALSE,,
James Anderson,ASM Sports,Andy Miller,2015-2016,0,FALSE,,
James Harden,Landmark Sports Agency,Rob Pelinka,2015-2016,15719062,FALSE,,
James Johnson,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,0,FALSE,,
James Jones,Bell Management,Joel Bell,2015-2016,0,FALSE,,
James Southerland,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,TBD,FALSE,,
Jan Vesely,Wasserman Media Group,Arn Tellem,2015-2016,5962375,FALSE,,
Jannero Pargo,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,0,FALSE,,
Jared Cunningham,Excel Sports Management,Jeff Schwartz,2015-2016,2204369,FALSE,,
Jared Dudley,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,4250000,FALSE,,
Jared Sullinger,FAME,David Falk,2015-2016,2269260,FALSE,,
Jarrett Jack,Excel Sports Management,Jeff Schwartz,2015-2016,6300000,FALSE,,
Jarvis Varnado,Impact Sports Basketball,Mitch Frankel,2015-2016,0,FALSE,,
Jason Maxiell,ASM Sports,Andy Miller,2015-2016,0,FALSE,,
Jason Richardson,Relativity Sports,Dan Fegan,2015-2016,0,FALSE,,
Jason Smith,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,0,FALSE,,
Jason Terry,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Jason Thompson,Creative Artists Agency,Leon Rose,2015-2016,6431250,FALSE,,
JaVale McGee,Wasserman Media Group,BJ Armstrong,2015-2016,12000000,FALSE,,
Jeff Adrien,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,0,FALSE,,
Jeff Ayres,Impact Sports Basketball,Mitch Frankel,2015-2016,0,FALSE,,
Jeff Green,FAME,David Falk,2015-2016,9200000,FALSE,,
Jeff Teague,ASM Sports,Andy Miller,2015-2016,8000000,FALSE,,
Jeff Withey,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Jeffery Taylor,BDA Sports Management,Todd Ramasar,2015-2016,0,FALSE,,
Jeremy Evans,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,0,FALSE,,
Jeremy Lamb,Excel Sports Management,Jeff Schwartz,2015-2016,3034356,FALSE,,
Jeremy Lin,Williams & Connolly,Jim Tanner,2015-2016,0,FALSE,,
Jeremy Tyler,Wasserman Media Group,Arn Tellem,2015-2016,TBD,FALSE,,
Jermaine O'Neal,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Jerryd Bayless,Excel Sports Management,Jeff Schwartz,2015-2016,0,FALSE,,
Jimmer Fredette,Octagon Athlete Representation,Chris Emens,2015-2016,4470088,FALSE,,
Jimmy Butler,Relativity Sports,Dan Fegan,2015-2016,3178821,FALSE,,
Joakim Noah,BDA Sports Management,Bill Duffy,2015-2016,14200000,FALSE,,
Jodie Meeks,Lagardere Unlimited,David Bauman,2015-2016,0,FALSE,,
Joe Johnson,Wasserman Media Group,Arn Tellem,2015-2016,24894863,FALSE,,
Joel Anthony,Excel Sports Management,Mike Higgins,2015-2016,0,FALSE,,
Joel Freeland,Elite Sports,Rafael Calvo,2015-2016,0,FALSE,,
John Henson,Williams & Connolly,Jim Tanner,2015-2016,2943220,FALSE,,
John Jenkins,BDA Sports Management,Bill Duffy,2015-2016,2228025,FALSE,,
John Lucas,Lee Basketball Services LTD,Bernie Lee,2015-2016,0,FALSE,,
John Salmons,Bell Management,Joel Bell,2015-2016,0,FALSE,,
John Wall,Relativity Sports,Dan Fegan,2015-2016,14728844,FALSE,,
Jon Leuer,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,1035000,FALSE,,
Jonas Jerebko,The Neustadt Group,Doug Neustadt,2015-2016,0,FALSE,,
Jonas Valanciunas,Creative Artists Agency,Leon Rose,2015-2016,4660482,FALSE,,
Jordan Crawford,Creative Artists Agency,Aaron Mintz,2015-2016,0,FALSE,,
Jordan Farmar,Rival Sports Group,Tony Dutt,2015-2016,0,FALSE,,
Jordan Hamilton,Premier Sports,Gregory Nunn,2015-2016,3284805,FALSE,,
Jordan Henriquez,Premier Sports,Gregory Nunn,2015-2016,0,FALSE,,
Jordan Hill,BDA Sports Management,Kevin Bradbury,2015-2016,0,FALSE,,
Jose Juan Barea,Relativity Sports,Dan Fegan,2015-2016,0,FALSE,,
Jose Calderon,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,7402812,FALSE,,
Josh Childress,Octagon Athlete Representation,Jeff Austin,2015-2016,0,FALSE,,
Josh Childress,Octagon Athlete Representation,Jeff Austin,2015-2016,0,FALSE,,
Josh Harrellson,United Sports and Entertainment Group,Merle Scott,2015-2016,0,FALSE,,
Josh McRoberts,BDA Sports Management,Mike Conley,2015-2016,0,FALSE,,
Josh Smith,Perennial,Wallace Prather,2015-2016,14000000,FALSE,,
Jrue Holiday,Rival Sports Group,Tony Dutt,2015-2016,11000000,FALSE,,
Kawhi Leonard,Impact Sports Basketball,Brian Elfus,2015-2016,4268608,FALSE,,
Kelly Olynyk,Wasserman Media Group,Arn Tellem,2015-2016,2165160,FALSE,,
Kemba Walker,Excel Sports Management,Jeff Schwartz,2015-2016,4677708,FALSE,,
Kendall Marshall,Octagon Athlete Representation,Jeff Austin,2015-2016,2989239,FALSE,,
Kendrick Perkins,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Kenneth Faried,Wasserman Media Group,Arn Tellem,2015-2016,3436881,FALSE,,
Kent Bazemore,Walton Sports,Austin Walton,2015-2016,0,FALSE,,
Kentavious Caldwell-Pope,Wasserman Media Group,Thaddeus Foucher,2015-2016,2891760,FALSE,,
Kenyon Martin,ASM Sports,Andy Miller,2015-2016,0,FALSE,,
Kevin Durant,Roc Nation Sports,Juan Perez,2015-2016,21221850,FALSE,,
Kevin Garnett,ASM Sports,Andy Miller,2015-2016,0,FALSE,,
Kevin Love,Excel Sports Management,Jeff Schwartz,2015-2016,16744219,FALSE,,
Kevin Martin,Relativity Sports,Dan Fegan,2015-2016,7085000,FALSE,,
Kevin Seraphin,Klutch Sports Management,Rich Paul,2015-2016,0,FALSE,,
Khris Middleton,Excel Sports Management,Michael Lindeman,2015-2016,1181348,FALSE,,
Kirk Hinrich,Octagon Athlete Representation,Jeff Austin,2015-2016,0,FALSE,,
Klay Thompson,BDA Sports Management,Bill Duffy,2015-2016,6118809,FALSE,,
Kobe Bryant,Landmark Sports Agency,Rob Pelinka,2015-2016,0,FALSE,,
Kosta Koufos,Mark Termini Associates,Mark Termini,2015-2016,0,FALSE,,
Kris Humphries,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Kris Joseph,CGL Sports,Chris Grier Luchey,2015-2016,0,FALSE,,
Kwame Brown,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,0,FALSE,,
Kyle Korver,Excel Sports Management,Jeff Schwartz,2015-2016,5746479,FALSE,,
Kyle Lowry,ASM Sports,Andy Miller,2015-2016,0,FALSE,,
Kyle Singler,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Kyrie Irving,24/7 Sports Management,Jeff Wechsler,2015-2016,9697901,FALSE,,
LaMarcus Aldridge,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Lance Thomas,540 Sports and Entertainment LLC,John Spencer,2015-2016,0,FALSE,,
Landry Fields,Octagon Athlete Representation,Chris Emens,2015-2016,0,FALSE,,
Larry Sanders,Relativity Sports,Dan Fegan,2015-2016,11000000,FALSE,,
Lavoy Allen,ASM Sports,Andy Miller,2015-2016,0,FALSE,,
LeBron James,Klutch Sports Management,Rich Paul,2015-2016,22112500,FALSE,,
Linas Kleiza,BDA Sports Management,Rade Filipovich,2015-2016,0,FALSE,,
Louis Amundson,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,TBD,FALSE,,
Louis Williams,Creative Artists Agency,Leon Rose,2015-2016,0,FALSE,,
Luc Mbah A Moute,Excel Sports Management,Jeff Schwartz,2015-2016,0,FALSE,,
Luis Scola,AAI Sports,George Bass,2015-2016,0,FALSE,,
Luis Scola,AAI Sports,George Bass,2015-2016,0,FALSE,,
Luke Ridnour,Williams & Connolly,Jim Tanner,2015-2016,0,FALSE,,
Luol Deng,Interperformances,Herb Rudoy,2015-2016,0,FALSE,,
Maalik Wayns,ASM Sports,Andy Miller,2015-2016,0,FALSE,,
Malcolm Lee,Impact Sports Basketball,Mitch Frankel,2015-2016,0,FALSE,,
Manu Ginobili,Interperformances,Herb Rudoy,2015-2016,0,FALSE,,
Marc Gasol,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Marcin Gortat,Zucker International,Guy Zucker,2015-2016,0,FALSE,,
Marco Belinelli,Excel Sports Management,Jeff Schwartz,2015-2016,0,FALSE,,
Marcus Morris,Rival Sports Group,Tony Dutt,2015-2016,4319473,FALSE,,
Marcus Thornton,Rival Sports Group,Tony Dutt,2015-2016,0,FALSE,,
Mario Chalmers,Excel Sports Management,Jeff Schwartz,2015-2016,0,FALSE,,
Markieff Morris,Rival Sports Group,Tony Dutt,2015-2016,4361788,FALSE,,
Marquis Teague,ASM Sports,Andy Miller,2015-2016,2023260,FALSE,,
Marreese Speights,ASM Sports,Andy Miller,2015-2016,3815500,FALSE,,
MarShon Brooks,Verus Management Team,Seth Cohen,2015-2016,3377354,FALSE,,
Martell Webster,Relativity Sports,Dan Fegan,2015-2016,TBD,FALSE,,
Marvin Williams,Williams & Connolly,Jim Tanner,2015-2016,0,FALSE,,
Mason Plumlee,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,1415520,FALSE,,
Matt Barnes,Goodwin Management Group,Aaron Goodwin,2015-2016,TBD,FALSE,,
Matt Bonner,Championship Sports,Kenny Grant,2015-2016,0,FALSE,,
Mo Williams,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,0,FALSE,,
Metta World Peace,Pinnacle Management Corporation,Marc Cornstein,2015-2016,0,FALSE,,
Metta World Peace,Pinnacle Management Corporation,Marc Cornstein,2015-2016,,FALSE,,
Meyers Leonard,Excel Sports Management,Jeff Schwartz,2015-2016,3075879,FALSE,,
Michael Beasley,Excel Sports Management,Jeff Schwartz,2015-2016,0,FALSE,,
Michael Beasley,Excel Sports Management,Jeff Schwartz,2015-2016,,FALSE,,
Michael Carter-Williams,Excel Sports Management,Jeff Schwartz,2015-2016,2399040,FALSE,,
Michael Kidd-Gilchrist,Creative Artists Agency,Leon Rose,2015-2016,6331403,FALSE,,
Mike Conley,BDA Sports Management,Mike Conley,2015-2016,9680000,FALSE,,
Mike Dunleavy Jr,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Mike James,Lee Basketball Services LTD,Bernie Lee,2015-2016,0,FALSE,,
Mike Miller,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Mike Miller,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Mike Scott,Creative Artists Agency,Aaron Mintz,2015-2016,0,FALSE,,
Miles Plumlee,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,2109293,FALSE,,
Mirza Teletovic,Excel Sports Management,Jeff Schwartz,2015-2016,0,FALSE,,
Maurice Harkless,Relativity Sports,Dan Fegan,2015-2016,2894058,FALSE,,
Monta Ellis,Relativity Sports,Happy Walters,2015-2016,9080000,FALSE,,
Nando De Colo,Creative Artists Agency,Steve Heumann,2015-2016,0,FALSE,,
Nate Robinson,Goodwin Management Group,Aaron Goodwin,2015-2016,TBD,FALSE,,
Nate Wolters,Allegiant Athletic Agency,Jared Karnes,2015-2016,TBD,FALSE,,
Nazr Mohammed,Excel Sports Management,Mike Higgins,2015-2016,0,FALSE,,
Nemanja Nedovic,Excel Sports Management,Jeff Schwartz,2015-2016,1151760,FALSE,,
Nene,Relativity Sports,Dan Fegan,2015-2016,13000000,FALSE,,
Nerlens Noel,ASM Sports,Andy Miller,2015-2016,3457800,FALSE,,
Nick Calathes,Relativity Sports,Dan Fegan,2015-2016,TBD,FALSE,,
Nick Collison,Excel Sports Management,Mike Higgins,2015-2016,0,FALSE,,
Nick Young,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,0,FALSE,,
Nicolas Batum,Comsport,Bouna Ndiaye,2015-2016,11860750,FALSE,,
Nikola Pekovic,Excel Sports Management,Jeff Schwartz,2015-2016,12100000,FALSE,,
Nikola Vucevic,BDA Sports Management,Rade Filipovich,2015-2016,4078373,FALSE,,
Norris Cole,Bell Management,Joel Bell,2015-2016,3203780,FALSE,,
O.J. Mayo,Landmark Sports Agency,Rob Pelinka,2015-2016,8000000,FALSE,,
Omer Asik,ASM Sports,Andy Miller,2015-2016,0,FALSE,,
Omri Casspi,Creative Artists Agency,Steve Heumann,2015-2016,0,FALSE,,
Orlando Johnson,BDA Sports Management,Bill Duffy,2015-2016,1181348,FALSE,,
Otto Porter,FAME,David Falk,2015-2016,4662960,FALSE,,
Pablo Prigioni,AAI Sports,George Bass,2015-2016,1734572,FALSE,,
Patrick Christopher,Relativity Sports,Chris Patrick,2015-2016,0,FALSE,,
Patrick Mills,Creative Artists Agency,Steve Heumann,2015-2016,0,FALSE,,
Patrick Patterson,Excel Sports Management,Sam Goldfeder,2015-2016,0,FALSE,,
Pau Gasol,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Paul George,Creative Artists Agency,Aaron Mintz,2015-2016,0,FALSE,,
Paul Millsap,BDS Sports,DeAngelo Simmons,2015-2016,0,FALSE,,
Paul Pierce,Excel Sports Management,Jeff Schwartz,2015-2016,0,FALSE,,
Pero Antic,Excel Sports Management,Michael Lindeman,2015-2016,0,FALSE,,
Perry Jones,BDA Sports Management,Bill Duffy,2015-2016,2038206,FALSE,,
Peyton Siva,ASM Sports,Andy Miller,2015-2016,0,FALSE,,
Phil Pressey,Creative Artists Agency,Aaron Mintz,2015-2016,TBD,FALSE,,
Quentin Richardson,24/7 Sports Management,Jeff Wechsler,2015-2016,0,FALSE,,
Quincy Acy,Athlete Management,Michael Silverman,2015-2016,1181348,FALSE,,
Quincy Pondexter,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Rajon Rondo,BDA Sports Management,Bill Duffy,2015-2016,0,FALSE,,
Ramon Sessions,Allegiant Athletic Agency,Jared Karnes,2015-2016,0,FALSE,,
Randy Foye,Creative Artists Agency,Steve Heumann,2015-2016,TBD,FALSE,,
Rashard Lewis,Rival Sports Group,Tony Dutt,2015-2016,0,FALSE,,
Ray Allen,Williams & Connolly,Jim Tanner,2015-2016,0,FALSE,,
Ray McCallum,Wasserman Media Group,Thaddeus Foucher,2015-2016,947276,FALSE,,
Raymond Felton,Rival Sports Group,Colin Bryant,2015-2016,4540000,FALSE,,
Reggie Bullock,Excel Sports Management,Jeff Schwartz,2015-2016,1252400,FALSE,,
Reggie Evans,ASM Sports,Andy Miller,2015-2016,0,FALSE,,
Reggie Jackson,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,3400144,FALSE,,
Richard Hamilton,Creative Artists Agency,Leon Rose,2015-2016,0,FALSE,,
Richard Howell,ASM Sports,Andy Miller,2015-2016,TBD,FALSE,,
Richard Jefferson,Stratosphere Sports,Todd Eley,2015-2016,0,FALSE,,
Ricky Ledo,Verus Management Team,Seth Cohen,2015-2016,947276,FALSE,,
Ricky Rubio,Relativity Sports,Dan Fegan,2015-2016,6723729,FALSE,,
Robert Covington,Relativity Sports,Happy Walters,2015-2016,947276,FALSE,,
Robert Sacre,Edge Sports,Keith Kreiter,2015-2016,981358,FALSE,,
Robin Lopez,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Rodney Stuckey,Creative Artists Agency,Leon Rose,2015-2016,0,FALSE,,
Rodney Williams,BDA Sports Management,Kevin Bradbury,2015-2016,0,FALSE,,
